translated	text
1	"평론가들은 신인 프랭키 드 존이 출발선에 오르지 못하고 벤치만 돌아다닌다면 후보 라인업을 짜는 데만 수천억원을 쓰는 것과 같다"고 말했다.
0	"이 단지는 수산가공 생산실, 임대형 가공공장, 공용 연구지원실 및 전시·홍보·판매장을 갖춰 수산식품 가공 복합 기능을 수행하게 된다."
1	"해양가공 생산실, 가공공장 임대, 공공연구지원실, 전시·홍보·판매센터 등이 들어선다.
0	충북 청주시 북이면의 한 폐기물 소각업체가 소각시설 증설을 추진함에 따라 인근지역인 증평군 주민들의 반대 목소리가 커지고 있다.
1	“충북 청주시 북이에 있는 폐기물 소각업체가 소각 확대를 추진하면서 인근 증평군에 거주하는 주민들의 반발이 거세지고 있습니다.”
0	예상대로 벤투 감독은 지난 7일 필리핀과의 첫 경기(1대 0승)를 시작으로 5차례 연속 김승규에게 골키퍼 장갑을 맡겼다.
1	벤투는 지난 7일 필리핀과의 첫 경기(1-0 승리) 이후 5경기 연속 골키퍼 자리에 벤투를 투입했다.
0	조현우는 카타르와의 16강전을 앞둔 23일 기자들과 만난 자리에서 아직 그라운드를 밟지 못한 아쉬움을 표현하기도 했다.
1	조현우 역시 23일 카타르와의 16강전을 앞두고 기자간담회에서 "아직 그라운드를 밟지 못한 아쉬움을 토로했다"고 전했다.
0	지난해 2018 러시아 월드컵에서의 놀라운 활약에도 불구하고 전술적 이유로 전력에서 제외된 만큼 아쉬움도 클법하지만 조현우는 성숙했다.
1	조현우는 지난해 2018 러시아월드컵에서 눈부신 활약을 펼쳤음에도 전술적 이유로 선발에서 제외돼 안타까웠을 수도 있지만 이번 반응은 그의 큰 성숙함을 보여준다”고 말했다.
0	"선수들의 줄부상 속 의료진 인사문제 등 외적인 문제도 있었지만, 더 큰 균열은 그라운드 안을 둘러싸고 발생했다."
1	선수들이 부상을 당하는 경우가 많아지면서 의료진 관련 인사 문제 등 외부적인 문제도 있었지만 그라운드에서 더 큰 균열이 생겼다”고 말했다.
0	"세로 수비라인 간격을 타이트하게 유지한 상대 수비수들을 상대로 공간을 찾지 못했고, 측면으로 방향을 틀었으나 무의미한 크로스만 반복됐다."
1	"수비 라인을 팽팽하게 유지한 상대 수비수들을 상대로 공간을 확보하지 못하고 옆으로 선회를 시도했지만 의미 없는 크로스로 끝났다."
0	앞선 4경기에서 7골을 넣으며 이번 대회 단독 득점 선두로 올라선 골잡이 알모에즈 알리도 이날만큼은 별다른 위협적인 장면을 연출해내지 못했다.
1	이어 "이전 4경기에서 7골을 터뜨리며 이번 대회 득점왕 1위를 달리고 있는 알모에즈 알리도 위협적인 모습을 보이지 않았다"고 말했다.
0	왼쪽 측면에서 볼을 잡고 중앙 페널티박스 아크 지역으로 들어오며 때리는 강력한 슛은 그가 가장 자신 있어 하는 플레이다.
1	그가 왼쪽에서 공을 받아 페널티 박스 아치 구역에 진입한 뒤 만드는 강력한 슛은 그가 가장 자신 있는 플레이다.
0	"실망을 안겨준 시점이 하필 축구 열기가 절정에 치닫고, 유료 관중 수 확보에 고민을 겪었던 K리그 경기장에 봄바람이 불었던 지금이었다."
1	"안타깝게도 축구팬들에게 가장 실망스러웠던 때는 축구의 인기가 절정에 달하고 높은 유급 관중석 확보를 위해 고군분투하던 K리그 경기장에 봄바람이 불던 지금이었다."
0	종합해보면 여전히 나이가 가장 큰 고려 대상이 되지만 내구성을 중요시하며 4년이 아닌 3년 계약이 늘어나고 있음을 알 수 있다.
1	"전체적으로 나이가 가장 큰 고려사항이지만 내구성도 중요하기 때문에 4년 계약보다 3년 계약이 증가하고 있습니다."
0	의원들은 대중교통은 시민의 편의와 경제성 양면을 무시할 수 없는 현안이므로 시행 전까지 예측되는 문제점과 시행 초기 혼란을 최소화하기 위해 폭넓은 의견수렴과 시뮬레이션을 거듭할 것을 강조했다.
1	의원들은 “대중교통은 시민들의 편의성과 경제성 면에서 결코 간과할 수 없는 문제”라며 “정부가 사전에 예측 가능한 문제와 혼란을 최소화하기 위해 다양한 의견을 수렴하고 시뮬레이션을 진행해야 한다”고 강조했다. 구현."
0	이런 상황에서 미국은 베네수엘라 의회만을 민주주의 절차에 의해 선출된 기관으로 인정하겠다는 내용의 안보리 성명을 추진하고 있는 것으로 알려졌다.
1	이런 상황에서 미국은 베네수엘라 의회만 민주적 절차에 의해 선출된 기관으로 인정한다는 내용의 안보리 성명을 추진하고 있는 것으로 전해졌다.
0	이성호 경기도 양주시장은 지난 25일 시청 상황실에서 간부 공무원 등 50여명이 참석한 가운데 새해 첫 주요 현안 및 역점사업 보고회를 주재했다.
1	이성호 경기도 양주시장이 25일 시청 상황실에서 고위관계자 등 관계자 50여명이 참석한 가운데 신년 주요 사업에 대한 보고회를 주재했다.
0	소통과 공감을 통해 주요 현안에 대한 선제적 대응기반 마련을 위해 열린 이날 보고회는 시의 주요 현안사업 26개와 역점사업 31개 등 총 57개 사업에 대한 추진상 문제점과 대책 등에 대해 논의했다.
1	“소통과 공감을 통해 주요 현안에 대한 선제적 대응의 토대를 다지기 위해 진행된 보고회에서는 서울시 주요 현안 26개, 중점과제 31개 등 총 57개 사업에 대한 시행과제 및 방안에 대해 논의했다. "
0	설 연휴를 1주일 가량 앞둔 27일 부산 부산진구 부전시장이 각종 제수용품을 구입하러 나온 시민들로 북적이고 있다.
1	“설 연휴가 일주일 앞으로 다가온 지금, 부산 진구 부전시장은 제사용품을 사러 나온 시민들로 붐빕니다.”
0	설 연휴를 일주일 정도 앞둔 27일 부산 해운대구 반여농산물시장을 찾은 시민들이 선물용 또는 제수용 과일을 구입하고 있다.
1	"설 연휴를 약 2주 앞둔 부산 해운대구 반여농산물도매시장의 과일가게에서 시민들이 선물로 줄 익은 과일을 따고 있다."
0	"시는 지난달 대구사회서비스원 임원을 선정하기 위한 ‘임원추천위원회’를 구성해 임원 선정 작업을 벌였는데 응시자가 대표(1명 선정) 4명, 이사(13명 선정) 38명, 감사(1명 선정) 2명으로 많은 관심을 보였다."
1	시는 지난달 '이사후보추천위원회'를 구성해 대구사회복지관 임원을 선출했다. 감사 직위."
0	"하수관로 오접조사는 오는 31일까지 전곡읍 전곡리 및 은대리 일원에 대해 진행하며, 자체보유하고 있는 하수관로 CCTV와 송연(연막) 조사, 육안검사 방식으로 하수관로개량 785m와 배수설비 54개소 개선을 실시한다."
1	“이달 31일까지 전곡읍 전곡리, 은대리 일대에 하수관로 점검을 실시하고, CCTV, 연막, 육안점검 등을 통해 서비스 개선을 실시할 예정이다. 786미터의 하수 시스템과 54개의 배수 설비에 대해."
0	"하수관로 손상 및 파손, 오접, 이음부 이격 등을 체크하고 우기 전 사업비 8억원을 투입해 오는 12월 말까지 오수관로 내 불명수 유입감소를 위한 작업을 완료 할 예정이다."
1	"이 사업에 8억원을 투자해 장마 전에 하수관로 파손, 오접속, 이음매 등을 점검해 12월말까지 공사를 완료해 하수 유입량을 저감할 계획이다. 체계."
0	"이들은 내셔 남작 버프를 두른 뒤 다시 담원 본진으로 진격, 대거 킬 포인트를 획득함과 동시에 넥서스를 파괴했다."
1	"남작 버프를 착용한 후 다시 담원 본거지로 진격하여 다수의 킬 포인트를 획득하며 넥서스를 파괴했습니다."
0	현지 언론에 따르면 댐에 저장돼 있던 광산 폐기물들이 모두 흘러내리면서 진흙 속에 묻힌 사람들의 생사가 더욱 위험한 상황인 것으로 전해졌다.
1	"현지 언론에 따르면 댐에 저장된 광산의 폐기물이 모두 미끄러져 진흙 속에 묻힌 사람들의 생명이 모두 위험에 처해 있습니다."
0	소비자단체인 소비자시민모임은 서울 음식점·유통매장 44곳에서 50개의 이베리코 흑돼지 제품을 수거해 판별검사를 했더니 5개 제품은 흑돼지가 아니었다고 밝혔다.
1	소비자단체인 소비자시민회는 서울 시내 44개 음식점과 유통매장에서 이베리코 흑돼지 제품 50개를 수집해 5개 제품이 흑돼지가 아닌 것으로 판명된 판별검사를 실시했다고 밝혔다.
0	지난 25일 브라질 남동부 미나스 제라이스 주의 벨루오리존치 시 인근 브루마지뉴 지역에 있는 광산의 댐 3개가 무너지는 사고가 발생했다.
1	"25일 브라질 남동부 미나스제라이스 브루마지뉴 인근 댐에서 3개의 댐이 무너졌습니다."
0	제주도는 지난해 대중교통 이용현황을 조사한 결과 이용객은 전년 보다 10.8% 증가한 6245만명으로 하루 평균 17만1104명이 대중교통을 이용한 것으로 나타났다고 28일 밝혔다.
1	“제주도가 지난해 대중교통 이용 실태를 조사한 결과, 하루 평균 대중교통 이용인구는 17만1104명으로 전년보다 10.8% 증가한 6245만5000명으로 집계됐다”고 28일 밝혔다.
0	"이 기간 총 이용객의 82.8%가 교통카드를 사용했으며, 2017년 교통카드 이용률(72.1%)과 비교해 10.7%p 상승한 것으로 집계됐다."
1	이 기간 동안 전체 이용자의 82.8%가 교통카드를 이용했고 교통카드 이용률은 2017년 72.1%에서 10.7% 증가했다.
0	"제주지역 대중교통 이용객은 1991년 9942만명으로 많았지만 자가용 운전자가 증가하면서 1998년 6000만명 수준으로 떨어졌고, 이후에도 감소세가 이어졌다."
1	“제주도의 대중교통 이용인구는 1991년 9942만 명으로 높았으나 개인운전자의 증가로 1998년 6000만 명으로 감소하였고, 이후에도 감소세가 지속되었다.”
0	이에 군은 오는 30일 오후 2시부터 3시간 동안 2차 품평회를 열고 마을별 지역 특색을 살린 희복마을 공동일터 생산품 시식회와 더불어 저렴한 가격에 판매를 벌인다.
1	이에 대해 군은 30일 오후 2시부터 3시간 동안 2차 평가를 진행하고, 자체 보유하고 있는 희복마을 공동작업장 제품 시식과 함께 제품을 저렴한 가격에 판매할 예정이다. 색깔."
0	"품평회에는 올 겨울동안 6개 읍면 16개 마을에서 지역주민들이 직접 생산한 청국장, 된장, 한과, 만두, 자연염색, 꽃차, 강정, 조청, 들기름, 시래기, 손두부, 무궁화 분재, 절임식품, 쌀빵 등이 선보일 예정이다."
1	이번 겨울에 열리는 박람회는 청국장, 된장, 한식, 만두, 천연염색, 꽃차, 강정, 조청, 들기름, 무채, 수제두부, 무궁화분말, 장아찌, 밥 등으로 구성된다. 6개 마을 16개 마을에서 지역 주민들이 생산한 빵."
0	"희복 공동일터사업은 농업, 관광업이 중심이 되는 군 지역 특성상, 일자리가 줄어드는 겨울철에 농가의 소득창출과 공동일터를 통한 마을 공동체의식 고양을 위해 2016년부터 시작됐다."
1	"희복공동일터 사업은 농업과 관광업이 밀집한 군사지역의 특성상 일자리가 적은 겨울철에 공동사업장에서 농민들의 더 많은 수익을 창출하고 공동체 의식을 제고하기 위해 2016년부터 시작되었습니다. 주요 사업."
0	지난해 다저스의 퀄리파잉 오퍼를 수락한 류현진은 약 두 달 간의 국내 체류 기간 동안 시즌 준비를 위해 개인훈련에 힘써왔다.
1	"지난해 다저스의 퀄리파잉 오퍼를 수락한 류현진은 두 달간의 한국 체류 기간 동안 시즌 준비를 위해 개인 훈련에 매진하고 있다."
0	"앞서 이 총장은 지난 26일 주베트남 대한민국대사관과 한국문화원이 공동 주최한 ‘한·베 미술전시회’에 참석, 김도현 주베트남 대사와 윤상호 하노이 한인회장 등과 고등교육 교류협력 확대 등에 대해 논의했다."
1	이 원장은 26일 초 주베트남 한국대사관과 한국문화원에서 공동 주최하는 '한-베트남 미술전'에 참석해 고등교육 교류협력 확대에 대해 주베트남대사와 협의했다. 주베트남 한국대사관 김도현, 하노이 한인공동체 회장 윤상호."
0	현재 주요 교차로·교량 등에 제설함 1217개소와 모래주머니를 비치한 시는 취약지점 287개소를 대상으로 제설담당제를 운영할 계획이다.
1	시는 현재 주요 교차로와 교량에 설치된 제설함 1,217개소에 모래주머니를 설치했으며, 취약지점 287개소에 대해 제설제를 운영할 계획이다”고 말했다.
0	"설문조사 결과에 따르면 올해 부산경찰이 가장 중점적으로 추진해야 할 치안활동으로 범죄예방을 꼽은 시민이 24.9%로 가장 많았고, 이어 법 질서 확립(21.2%), 교통질서 확립(20.6%), 순찰 강화(17.6%), 청소년 선도활동(15.1%) 등의 순으로 나타났다."
1	“올해 부산경찰이 해야 할 가장 중요한 과제로 시민의 24.9%가 범죄예방을 꼽았고, 다음으로 법질서 확립(21.2%), 교통통제(20.6%), 순찰강화(17.6%) 순이었다. ), 청소년들에게 주도적인 역할을 제공하고 있다(15.1%)."
0	시는 올해 도입되는 외국인 계절근로자 사업에 4명으로 한정된 고용업체당 배정 인원을 8명으로 확대될 수 있도록 법무부에 건의했다.
1	시는 "올해 도입한 외국인 계절근로자 사업은 현재 4명으로 제한돼 있던 할당량을 사업주 1인당 8명으로 확대할 것을 법무부에 건의했다"고 말했다.
0	"손이나 발, 입안에 생긴 수포가 터지면 그 안에서 엄청난 양의 바이러스가 배출되며 주변의 다른 동물들을 감염시킨다."
1	"수포가 손, 발 또는 입에 터지면 내부에 엄청난 양의 바이러스가 방출되어 주변의 다른 동물을 감염시킵니다."
0	이번 조례 제정으로 영등포구는 대표적 흡연거리인 여의도 증권가의 일명 ‘너구리 골목’을 금연구역으로 지정할 수 있는 근거를 마련했다.
1	영등포구는 이번 조례 제정으로 여의도 증권가의 일명 '너구리 골목'을 금연구역으로 지정하는 기반을 마련했다”고 말했다.
0	지난해 말 국민건강증진법에 ‘유치원과 어린이집 시설 경계선으로부터 10m 이내’가 금연구역으로 지정되면서 서울 자치구들도 이들 구역에 대한 금연 안내를 강화하고 있다.
1	"지난해 말 국민건강증진법에 '유치원 및 어린이집 10미터 이내 금연구역' 정책이 마련돼 서울시가 해당 지역에 대한 금연지도를 추진하고 있다"고 말했다.
0	"설계안만 봐도 왕복 10차로가 6차로로 줄고, 광화문 앞 삼거리 교차로도 170m 이동하는 등 도로선형이나 환경이 크게 바뀐다."
1	“설계에 따르면 10차로가 6차로로 축소되고, 광화문 앞 교차로가 170m 멀어지는 등 도로 선형이나 주변 환경에 큰 변화가 있을 것”이라고 말했다.
0	최근 제롬 파월 연준 의장의 ‘인내심(Waiting)’ 발언을 고려할 때 29∼30일(현지시간) 열리는 연방공개시장위원회(FOMC) 회의는 증시에 긍정 요인일 가능성이 높다.
1	연준 연준 의장의 최근 '기다림' 발언을 감안하면 29일부터 30일(현지시간)까지 열리는 연방공개시장위원회(FOMC) 회의가 주식시장에 긍정적인 영향을 미칠 것으로 보인다.
0	중국 리그 이적에 대한 입장을 SNS에서 밝힌 김민재(전북 현대)에게 ‘선배’ 이동국이 남긴 댓글이 인터넷에 회자되고 있다.
1	“이동국 선배가 김민재(전북 현대)에게 중국리그로의 이적에 대한 의견을 남긴 댓글이 인터넷에서 논의되고 있다”고 전했다.
0	"소속팀 동료 선수 로페즈, 스페인 지로나에서 뛰는 백승호, 이탈리아 베로나 이승우 등의 응원 댓글도 잇따라 달렸다."
1	"동료 로페즈, 백승호(스페인 지로나), 이승우(이탈리아 베로나) 등 동료 선수들의 응원 댓글도 이어졌다."
0	쇼트트랙 간판선수인 심석희가 조재범 코치에게 상습적으로 성폭행을 당했다고 밝힌 데 이어 전 유도선수 신유용이 유도선수로 활동할 당시 코치에게 상습 성폭행을 당했다고 폭로했다.
1	쇼트트랙 선수 심석희가 조재범 코치에게 성추행을 당했다고 밝혔고, 신유용도 유도 시절 코치에게 성폭행을 당했다고 폭로했다. 플레이어."
0	"키움 히어로즈 구단 또한 지난해 안우진 폭력 사태 대응에서 드러났듯, 성적에 급급해 조기에 선수를 1군에 불러올리는 우를 범해선 안 된다."
1	키움히어로즈도 지난해 안우진의 폭력성에서 보듯 1부리그 선수들이 득점에 몰두하게 하는 실수를 해서는 안 된다”고 말했다.
0	충북 충주시는 제48회 전국종별육상경기선수권대회 겸 2019년 대한체육회장배 전국마스터즈육충상경기대회가 오는 5월 2일부터 6일까지 5일간 충주종합운동장(사진)에서 개최된다고 29일 밝혔다.
1	충청북도 충주는 5월 2일부터 5월 6일까지 5일간 충주운동장에서 제48회 전국체전과 2019 전국마스터스육상경기대회가 열린다고 20일 밝혔다.
0	"전국종별육상경기선수권대회는 전국에서 중학부, 고등부, 대학부, 일반부 등 총 166종목 1500여명의 선수단이 참여해 충주종합운동장에서 기량을 펼칠 예정이다."
1	중·고·대·종합 리그 등 총 166개 종목 1,500여명의 선수들이 전국체전에 참가해 충주종합운동장에서 공연을 펼칠 예정이다.
0	"신청 자격은 조달청 입찰참가자격등록증에 신청 품명이 ‘제조’로 등록되고, 최근 1년 이내 조달청검사 또는 전문기관검사 실적이 있는 곳이어야 한다."
1	"조달청 입찰참가증명서에 "제조"로 등록된 신청서명과 최근 1년 이내의 조달청 심사 또는 전문기관 심사가 필요합니다."
0	존 볼턴 백악관 국가안보회의(NSC) 보좌관과 스티븐 므누신 재무장관은 백악관 브리핑에서 베네수엘라 국영 석유기업 PDVSA를 상대로 자산 동결과 송금 금지 등의 제재 조치를 28일(현지시간) 발표했다.
1	존 볼턴 백악관 국가안보회의(NSC) 보좌관과 스티븐 므누신 재무장관은 28일(현지시간) 백악관 브리핑에서 베네수엘라 국영석유회사에 대해 자산 동결, 원유 수입 금지 등 제재를 가했다고 밝혔다. 송금."
0	에스파뇰을 상대하는 팀 입장으로선 이글레시아스만 집중적으로 봉쇄하면 경기를 쉽게 풀어갈 수 있으니 마음이 편한 셈이다.
1	"에스파뇰을 상대하는 팀은 이글레시아스를 막는 데만 집중한다면 어려운 경기가 아닐 것 같아서 마음이 편하다."
0	존 볼턴 미국 백악관 국가안보보좌관의 노트에 베네수엘라 사태 종식을 위해 미군 파견을 검토한 듯한 문구가 발견돼 의문이 증폭되고 있다.
1	존 볼턴 미 백악관 국가안보회의(NSC) 보좌관이 베네수엘라 위기를 끝내기 위해 이미 미군 파견을 검토한 것으로 보인다는 메모가 발견된 후 더 많은 의문이 제기되고 있다.
0	울산시는 지역 중소기업의 해외마케팅 지원을 위해 시행 중인 ‘다문화가족 수출도우미 지원사업’이 큰 성과를 거두고 있다고 29일 밝혔다.
1	울산시는 지역 중소기업의 해외 마케팅을 지원하기 위해 추진하고 있는 '다문화가족 수출 도우미 지원사업'이 큰 성과를 냈다고 29일 밝혔다.
0	이 사업은 한국어에 능통한 다문화가족 결혼 이민자를 지역 중소기업들의 해외시장 개척 전문요원으로 활동하도록 지원하는 사업이다.
1	이 사업은 한국어에 능통한 다문화가정 결혼이민자가 지역 중소기업의 해외시장 개척을 위한 전문 에이전트로 일할 수 있도록 돕기 위해 마련됐다.
0	"지난해 중국과 일본, 베트남, 러시아 등 4개 국가 출신 다문화 요원 10명이 총 10개 회사에 파견했다."
1	"작년에는 중국, 일본, 베트남, 러시아 등 4개국 10명의 다문화 에이전트가 총 10개 기업에 파견됐다."
0	이들은 약 9개월간 수출 지원활동을 펼쳐 1900만 달러의 수출 상담과 339만 달러의 계약 추진 실적을 달성했다.
1	"그들은 수출 지원을 위해 약 9개월을 보냈고 상담에서 1,900만 달러, 계약에서 339만 달러를 달성했습니다."
0	이 업체는 지속적인 업무 대응이 필요하다고 판단해 해당 다문화 요원을 주 20시간 근무하는 정직원으로 채용했다.
1	"언제든지 연락할 수 있는 사람이 필요하다고 판단한 후 회사는 다문화 상담원을 주당 20시간 일하는 정규직으로 고용했습니다."
0	이 가운데 도가 강원∼충청∼호남을 잇는 강호축 개발의 핵심사업인 충북선 철도 고속화 사업이 예타 면제 대상에 포함됐다.
1	이 중 강원도 충청~호남을 잇는 주요사업인 충청북도 고속철도가 예외 대상에 포함됐다”고 말했다.
0	천안∼청주공항 복선 전철화 사업이 2022년 준공하고 이어 청주공항∼제천 고속화 사업에 착공해 2026년 준공되면 충북도가 구상하는 유라시아대륙 진출 발판인 강호축이 구축된다.
1	2022년 천안~청주공항 복선전철 사업이, 2026년 청주공항~제천 고속철도 구축사업이 완공되면 충북의 유라시아 대륙 진출을 위한 디딤돌이 된다. , 설정됩니다."
0	"시는 변호사, 법무사의 법률 자문과 국립중앙도서관, 과거 신문기사, 관보, 판례 등 정황 자료를 통해 승소를 이끌어냈다."
1	시는 “변호사·법률가의 법률자문과 국립중앙도서관 자료, 과거 신문기사, 관보, 판례 등 정황자료를 통해 승소한 사건을 정리했다”고 말했다.
0	올해는 소송이 진행 중인 134억원 상당의 23필지 7950㎡에 대해 마무리하고 50필지 이상의 추가 소송을 제기하는 등 시유재산 찾기에 주력할 계획이다.
1	회사는 올해 134억원 규모의 23필지 23㎡를 마무리하고 50여건의 추가 소송을 하는 등 지방자치단체 부동산 발굴에 집중할 계획이다.
0	설 명절을 앞두고 경기도 안성에서 구제역이 발생해 충북 진천군 등 도내 축산 방역 당국에 비상이 걸렸다.
1	“설날을 앞두고 경기도 안성에서 구제역이 발생하면서 충북 진천군을 비롯한 도내 가축방역당국에 비상이 걸렸습니다.”
0	"시에 다음달부터 시장 업무추진비로 직원 등에게 경조사비를 지급하는 대신 장례식에는 근조기를, 결혼식에는 1만5000원 상당 종이 화환을 보낼 예정이다."
1	시는 다음달부터 사업운영비를 직원들에게 현금으로 주는 대신 결혼식에는 1만5000원 상당의 종이화환을, 장례식에는 국장을 지급한다”고 말했다.
0	"세계 최초로 도입되는 무가선 트램은 국가 R&D 사업을 통해 개발된 신기술로, 기존 트램과 달리 배터리로 운행돼 공중전선 설치가 필요 없다."
1	"세계 최초의 무선 트램은 국가 연구개발과제를 통해 개발된 신기술로 기존 트램과 달리 배터리로 운행하기 때문에 공중케이블 설치가 필요 없습니다."
0	타 지자체의 예타 면제 사업은 대부분 광역 연계 사업인 반면 대전 트램 사업은 지역 내 5개 자치구를 순환하는 대전 균형발전 사업이다.
1	“다른 지방자치단체의 면제사업은 대부분 수도권과 관련이 있는 반면 대전트램 사업은 대전 5개 권역을 순환하는 대전의 균형발전사업”이라고 말했다.
0	"시는 국비 30억원을 포함해 설계비 50억원을 이미 확보한 만큼, 도시철도 기본계획변경 승인 등 진행 중인 행정절차를 올 상반기 내에 마무리하고 3분기 중 설계에 착수한다는 방침이다."
1	시는 이미 국고 30억원을 포함해 설계비 50억원을 확보한 만큼 올해 상반기 도시철도 기본계획 변경 승인 등 진행 중인 행정절차를 완료할 계획이다. , 3분기부터 설계를 시작합니다."
0	앞서 잘메이 할릴자드 아프간 주재 미국 특사가 이끄는 미국 대표단은 지난 21일부터 6일간 카타르 도하에서 탈레반 대표단과 평화 협상을 벌였다.
1	앞서 잘메이 칼릴자드 주아프가니스탄 미국 대사가 이끄는 미국 대표단은 지난 21일부터 카타르 도하에서 탈레반과 6일간의 평화협상을 가졌다.
0	"이날 행사는 Tech Safe 시스템 오픈 선포, 홍보동영상 상영, 기보 기술보호 업무 소개, 시스템 시연 순으로 진행됐다."
1	"이 행사는 Tech Safe 시스템 오픈 발표, 홍보 영상 상영, Gibbo의 기술 보호 작업 소개 및 시스템 시연으로 시작되었습니다."
0	지난해 사상 최대 실적을 달성하면서 받게 되는 성과급 개념의 보너스까지 모두 합하면 연봉의 85%에 해당한다.
1	"지난해 최고 매출을 기록한 성과급까지 합하면 연봉의 85% 수준"이라고 말했다.
0	지난해 12월엔 최대 실적 달성에 따라 반도체 부문 임직원들에게 최대 기본급 500%의 특별보너스 지급도 결정했다.
1	회사 측은 “지난해 12월 반도체 부문 임직원이 최대 성과를 낼 경우 기본급의 500%까지 특별상여금을 지급하기로 했다”고 밝혔다.
0	스마트폰 등을 담당하는 IM(IT·모바일) 사업부는 지난해 출시된 갤럭시노트9 등의 판매 부진으로 50%를 채우지 못하고 연봉의 46%를 성과급으로 받는다.
1	"스마트폰 등 제품을 담당하는 IM(IT·모바일)사업부는 연봉의 46%만 인센티브로 받을 예정"이라며 "갤럭시노트9 등 판매 부진으로 50%에도 미치지 못한다. 작년에 출시된 제품들."
0	진도군은 2019년 소비자 선정 최고의 브랜드 ‘지역 특산물 부문’ 평가에서 지역의 대표 수산자원인 ‘진도 김’이 대상을 수상했다고 29일 밝혔다.
1	진도군은 29일 지역 대표 수산자원인 '김진도'가 2019 소비자 대상 베스트 브랜드 대상을 수상했다고 밝혔다.
0	"진도군은 양질의 김 품질을 유지하기 위해 김 양식어장의 영양염분석·수온 정보 등 해수 모니터링을 지속 실시하고, 김 엽체분석 자료를 어민에게 제공하는 등 갯병 발생 사전 예방을 통해 양질의 물김을 생산하고 있다."
1	“진도군은 김 양식장의 해수, 영양염도, 수온 등을 지속적으로 모니터링하여 해조류의 질을 좋게 유지하고 있으며, 어민들에게 김잎 분석 및 자료를 제공하여 해조류가 진흙병에 걸리지 않도록 하고 있습니다.”
0	윤석민이 2017년을 통째로 뛰지 못하는 등 3년 연속 부진한 반면 장원준은 하필 FA 계약 마지막 해 성적이 곤두박질쳤다.
1	“윤석민이 3년 연속 부진에 빠져 2017년 내내 뛰지 못한 반면, 장원준은 FA 계약 마지막 해에 경기력이 좋아졌다.”
0	손혜원 무소속 국회의원의 전남 목포 ‘근대역사문화공간’ 부동산 투기 의혹 논란과 맞물려 관삼을 끌었던 서산온금지구 재개발사업과 관련해 시공사가 사업 철회를 결정했다.
1	전남 목포시 현대문화공간에서 무소속 손혜원씨의 부동산 투기 의혹이 제기되면서 시공사가 서산온산지구 재개발 사업을 철회하기로 결정했다.
0	"시는 지난 28일 포항시 친환경 학교급식지원 심의 위원회를 개최하고 의무급식 및 친환경 농축산물 지원사업의 급식 대상 및 규모, 지원방법 등을 심의·의결했다."
1	시는 28일 포항 친환경 학교급식 심의위원회를 발족해 급식 의무화 및 친환경 농산물 사업에 대한 지원 대상과 범위, 방법을 의결했다.
0	영상 속 이매리는 지난 25일 한국과 카타르가 맞붙은 2019 아랍에미리트연합(UAE) 아시안컵 8강전 응원 당시 착용한 의상을 입고 등장했다.
1	영상 속 이마리는 25일 2019 아랍에미리트 아시안컵 한국과 카타르의 8강전에서 응원할 때 입었던 의상으로 등장했다.
0	앞서 이매리는 한국과 카타르가 4강행 티켓을 놓고 싸운 현장에서 카타르를 응원해 국내외 언론의 관심을 샀다.
1	이어 "이마리는 앞서 한국과 카타르가 준결승 진출을 놓고 경쟁할 때 카타르를 응원한 바 있어 국내외 언론의 주목을 받았다"고 말했다.
0	야권 지도자 후안 과이도 국회의장을 ‘임시 대통령’으로 승인하는 등 마두로 퇴진 운동을 주도하는 미국은 ‘군사적 옵션’까지 거론하며 압박 수위를 높였다.
1	야당 원내대표와 후안 과이드? 국회의장을 '임시 대통령'으로 인정해 마두로 사퇴 운동에 앞장서고 있는 미국이 '임시 대통령'이라는 말까지 거론하며 큰 압박을 가하고 있다. "군사 옵션."""
0	앞서 EU는 마두로 대통령이 대선을 다시 치르지 않으면 과이도 의장을 임시 대통령으로 인정하겠다고 밝힌 바 있다.
1	앞서 EU는 마두로 대통령이 다시 대선을 치르지 않는 한 후안 귀도 국회의장을 '임시 대통령'으로 인정하겠다고 밝힌 바 있다.
0	트럼프 행정부는 마이크 폼페이오 국무장관 명의 성명을 통해 과이도 의장 측 인사인 카를로스 알프레도 베키오를 미국 주재 베네수엘라 대리대사로 인정한다고 밝혔다.
1	"트럼프 행정부는 마이크 폼페이 국무장관의 이름으로 된 성명에서 후안 귀도 대통령의 측근인 카를로스 알프레도 베퀴오를 주미 베네수엘라 대사로 인정한다고 밝혔습니다."
0	워싱턴 주재 고위 무관 호세 루이스 실바 대령이 공개적으로 과이도 의장 지지를 선언하자 군부 동요를 사전에 차단하겠다는 의도다.
1	"워싱턴 고위 관리인 호세 루이스 실바 대령이 후안 귀도 대통령에 대한 지지를 공개적으로 선언하면서 군사적 소요를 사전에 방지하기 위함이었습니다."
0	쌍용자동차가 스포츠유틸리티차량(SUV) ‘코란도’ 신모델 출시 계획을 밝히고 차명과 외관 디자인을 그래픽으로 표현한 티저 이미지를 공개했다.
1	쌍용차는 스포츠유틸리티차량(SUV) '코란도'의 신모델 출시 계획을 공개하고 차명과 외관 디자인을 그래픽으로 표현한 티저 이미지를 공개했다.
